,MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,Unnamed: 0,mac,vendor
12589,00:3a:98:bf:d7:fe,KNS-105,[WPA-EAP+CCKM-TKIP][WPA2-EAP+CCKM-CCMP][ESS],2018-06-07 13:19:08,48,-92,55.7838509564,12.5242133972,78.9951244249,8.0,WIFI,4870,00:3a:98:bf:d7:fe,"Cisco Systems, Inc"
12590,00:3a:98:bf:d7:ff,PDA-105,[WPA-EAP+CCKM-TKIP][ESS],2018-06-07 13:19:08,48,-94,55.7838509564,12.5242133972,78.9951244249,8.0,WIFI,4871,00:3a:98:bf:d7:ff,"Cisco Systems, Inc"
12591,10:7b:ef:fe:d5:3a,Princess Leia,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:19:08,2,-90,55.7838509564,12.5242133972,78.9951244249,8.0,WIFI,4872,10:7b:ef:fe:d5:3a,Zyxel Communications Corp
12609,00:3a:98:bf:d7:f0,PDA-105,[WPA-EAP+CCKM-TKIP][ESS],2018-06-07 13:20:02,1,-85,55.7838458686,12.524198161400001,78.6673428491,8.0,WIFI,4883,00:3a:98:bf:d7:f0,"Cisco Systems, Inc"
12614,00:3a:98:bf:d7:f1,KNS-105,[WPA-EAP+CCKM-TKIP][WPA2-EAP+CCKM-CCMP][ESS],2018-06-07 13:20:02,1,-89,55.7838458686,12.524198161400001,78.6673428491,8.0,WIFI,4885,00:3a:98:bf:d7:f1,"Cisco Systems, Inc"
12615,00:3a:98:bf:d7:f2,MED-105,[WPA-EAP+CCKM-TKIP][WPA2-EAP+CCKM-CCMP][ESS],2018-06-07 13:20:02,1,-89,55.7838458686,12.524198161400001,78.6673428491,8.0,WIFI,4886,00:3a:98:bf:d7:f2,"Cisco Systems, Inc"
12616,8c:3b:ad:13:a8:63,storby-bluse,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:08,11,-89,55.7839409562,12.5240228947,78.744627608,8.0,WIFI,4893,8c:3b:ad:13:a8:63,Netgear
12617,00:22:b0:b3:f1:34,dlink,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 13:20:08,8,-94,55.7839409562,12.5240228947,78.744627608,8.0,WIFI,4895,00:22:b0:b3:f1:34,D-Link Corp
12622,00:14:bf:77:8a:cc,Kemilla net,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2018-06-07 13:20:59,11,-79,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4911,00:14:bf:77:8a:cc,"Cisco-Linksys, Llc"
12623,64:66:b3:dd:1a:0a,fluffypinkunicorn,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 13:20:59,11,-81,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4912,64:66:b3:dd:1a:0a,"TP-Link Tech Co, Ltd"
12624,9c:5c:8e:8c:de:d8,AL,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:59,6,-82,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4913,9c:5c:8e:8c:de:d8,ASUSTek Computer Inc
12638,9c:5c:8e:8c:de:d9,AL_Guest1,[WPA2-PSK-CCMP][ESS],2018-06-07 13:20:59,6,-84,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4916,9c:5c:8e:8c:de:d9,ASUSTek Computer Inc
12643,a0:63:91:05:a8:cc,DingDong,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:59,44,-89,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4919,a0:63:91:05:a8:cc,Netgear
12653,c8:d7:19:32:e0:6c,Schroder,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 13:20:59,12,-87,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4922,c8:d7:19:32:e0:6c,"Cisco-Linksys, Llc"
12654,10:7b:44:99:50:80,Abstergo,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:59,1,-89,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4925,10:7b:44:99:50:80,ASUSTek Computer Inc
12655,60:e3:27:72:4f:01,209-2 PAO,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:59,6,-89,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4926,60:e3:27:72:4f:01,"TP-Link Tech Co, Ltd"
12656,2c:30:33:33:cc:60,NETGEAR15,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:20:59,13,-89,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4927,2c:30:33:33:cc:60,Netgear
12657,9c:5c:8e:8c:de:dc,AL_5G,[WPA2-PSK-CCMP][ESS],2018-06-07 13:20:59,40,-94,55.7844066396,12.525030105599999,80.4228463528,6.0,WIFI,4928,9c:5c:8e:8c:de:dc,ASUSTek Computer Inc
12671,2c:30:33:34:06:18,309-2,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:21:03,1,-87,55.784412803500004,12.5250575643,80.4921608411,12.0,WIFI,4940,2c:30:33:34:06:18,Netgear
12685,00:1a:2b:3c:ff:02,390-1,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:21:08,1,-97,55.784443737299995,12.525082790099999,80.54263463640001,8.0,WIFI,4950,00:1a:2b:3c:ff:02,"Ayecom Tech Co, Ltd"
12690,1c:5f:2b:10:db:88,dlink-DB88,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 13:26:02,6,-90,55.7844107674,12.5250413444,79.7867893721,6.0,WIFI,4968,1c:5f:2b:10:db:88,D-Link International
12691,10:7b:44:99:50:84,Abstergo_5G,[WPA2-PSK-CCMP][ESS],2018-06-07 13:33:51,36,-93,55.7844516154,12.525046016600001,83.36640792989999,12.0,WIFI,4985,10:7b:44:99:50:84,ASUSTek Computer Inc
12692,b0:4e:26:84:41:78,The End of the Road,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:34:20,36,-92,55.7843396514,12.5248221646,85.45342356100001,12.0,WIFI,4992,b0:4e:26:84:41:78,"TP-Link Tech Co, Ltd"
12693,6c:3b:6b:66:e2:ea,Internet 5G,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 13:34:29,52,-93,55.7843640406,12.5244909269,84.6357299481,12.0,WIFI,4994,6c:3b:6b:66:e2:ea,Routerboard.com
12694,00:3a:9b:06:f1:38,DC_GWAN,[WPA2-PSK-CCMP][ESS],2018-06-07 13:35:53,44,-96,55.784990253800004,12.5234614774,88.6043031991,16.0,WIFI,4997,00:3a:9b:06:f1:38,"Cisco Systems, Inc"
12697,e6:2b:34:12:98:4b,iPhone,[WPA2-PSK-CCMP][ESS],2018-06-07 13:36:55,6,-98,55.7844152556,12.5221435076,87.6084148759,8.0,WIFI,5006,e6:2b:34:12:98:4b,"Apple, Inc"
12704,70:56:81:cd:10:07,InTheAir,[WPA2-PSK-CCMP][ESS],2018-06-07 13:37:50,11,-98,55.783842283999995,12.520262566300001,83.3108388316,8.0,WIFI,5021,70:56:81:cd:10:07,"Apple, Inc"
12722,e8:8d:28:5e:e1:46,Jan Madsen's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2018-06-07 13:38:35,100,-87,55.7833026975,12.518838173599999,81.9697042132,8.0,WIFI,5034,e8:8d:28:5e:e1:46,"Apple, Inc"
12725,94:65:2d:d8:2e:16,dankweb,[WPA2-PSK-CCMP][ESS],2018-06-07 13:38:40,1,-92,55.7833419974,12.5185384617,82.1557415536,8.0,WIFI,5041,94:65:2d:d8:2e:16,"OnePlus Tech (Shenzhen) Co, Ltd"
12726,b8:27:eb:55:c6:8e,RobotHenrik,[WPA2-PSK-CCMP][ESS],2018-06-07 13:38:44,7,-91,55.7833867133,12.5183055561,82.3125044595,8.0,WIFI,5047,b8:27:eb:55:c6:8e,Raspberry Pi Foundation
12727,a4:4c:11:fd:e4:f0,kabelplus,[WPA2-EAP-CCMP][ESS],2018-06-07 13:38:44,4,-95,55.7833867133,12.5183055561,82.3125044595,8.0,WIFI,5048,a4:4c:11:fd:e4:f0,"Cisco Systems, Inc"
12732,88:ad:d2:d8:cc:9e,H_H,[WPA2-PSK-CCMP][ESS][SEC80],2018-06-07 13:40:27,11,-93,55.783616530399996,12.5170388971,79.24316491399999,64.0,WIFI,5066,88:ad:d2:d8:cc:9e,"Samsung Electronics Co, Ltd"
