,MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,Unnamed: 0,mac,vendor
43,18:33:9d:8d:bf:e1,DC_Guest,[ESS],2018-06-07 12:26:50,1,-81,55.78604339,12.52167907,83.3873901367,3.2160000801099997,WIFI,7,18:33:9d:8d:bf:e1,"Cisco Systems, Inc"
44,18:33:9d:8d:bf:e0,DC_NET,[WPA2-EAP-CCMP][ESS],2018-06-07 12:26:54,1,-80,55.78604502,12.52175945,84.6287231445,3.2160000801099997,WIFI,9,18:33:9d:8d:bf:e0,"Cisco Systems, Inc"
45,18:33:9d:8d:bf:ef,DC_NET,[WPA2-EAP-CCMP][ESS],2018-06-07 12:26:54,60,-87,55.78604502,12.52175945,84.6287231445,3.2160000801099997,WIFI,10,18:33:9d:8d:bf:ef,"Cisco Systems, Inc"
364,30:89:d3:c1:a3:30,GlocalMe_96386,[WPA2-PSK-CCMP][ESS],2018-06-07 12:31:51,8,-88,55.78566761,12.52431375,79.3218383789,3.2160000801099997,WIFI,38,30:89:d3:c1:a3:30,Hongkong Ucloudlink Network Tech Ltd
472,c4:3d:c7:71:17:3a,grunnbekken,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 12:34:02,6,-81,55.78608336,12.52627313,82.5104980469,9.64800071716,WIFI,63,c4:3d:c7:71:17:3a,Netgear
1065,00:21:f7:fd:f5:a8,C-Wifi,[WPA2-EAP-CCMP][ESS],2018-06-07 12:42:02,36,-84,55.79202972,12.52593958,83.1109619141,3.2160000801099997,WIFI,124,00:21:f7:fd:f5:a8,Hpn Supply Chain
1070,00:23:33:2c:79:a0,Hempel-Wireless,[WEP][ESS],2018-06-07 12:42:02,1,-88,55.79202972,12.52593958,83.1109619141,3.2160000801099997,WIFI,127,00:23:33:2c:79:a0,"Cisco Systems, Inc"
1071,80:30:dc:2a:b6:28,E510 Test#2,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 12:42:29,6,-90,55.7920029,12.52521392,78.8728027344,9.64800071716,WIFI,131,80:30:dc:2a:b6:28,Texas Instruments
1092,88:f0:31:f2:7b:60,C-Wifi,[WPA2-EAP-CCMP][ESS],2018-06-07 12:42:39,1,-88,55.79204253,12.52497516,79.98486328119999,3.2160000801099997,WIFI,135,88:f0:31:f2:7b:60,"Cisco Systems, Inc"
1102,88:f0:31:ee:dd:72,Satcom1,[WPA2-EAP-CCMP][ESS],2018-06-07 12:42:39,11,-88,55.79204253,12.52497516,79.98486328119999,3.2160000801099997,WIFI,137,88:f0:31:ee:dd:72,"Cisco Systems, Inc"
1164,00:21:f7:fc:8e:41,Satcom_Guest,[ESS],2018-06-07 12:42:55,1,-80,55.79201819,12.52482789,77.3983764648,3.2160000801099997,WIFI,149,00:21:f7:fc:8e:41,Hpn Supply Chain
1169,00:14:c2:a3:09:9e,Satcom3,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:46,6,-84,55.79209772,12.52364122,79.0723266602,3.2160000801099997,WIFI,163,00:14:c2:a3:09:9e,Hewlett Packard
1175,88:f0:31:f2:7b:10,C-Wifi,[WPA2-EAP-CCMP][ESS],2018-06-07 12:44:10,6,-87,55.79211876,12.52326695,82.1821899414,9.64800071716,WIFI,169,88:f0:31:f2:7b:10,"Cisco Systems, Inc"
1176,88:f0:31:ee:dd:7f,C-Wifi,[WPA2-EAP-CCMP][ESS],2018-06-07 12:44:10,112,-91,55.79211876,12.52326695,82.1821899414,9.64800071716,WIFI,170,88:f0:31:ee:dd:7f,"Cisco Systems, Inc"
1178,88:f0:31:ee:dd:7d,Satcom1,[WPA2-EAP-CCMP][ESS],2018-06-07 12:44:15,112,-91,55.79211674,12.52311097,82.5607910156,9.64800071716,WIFI,172,88:f0:31:ee:dd:7d,"Cisco Systems, Inc"
1181,54:64:d9:8b:9d:86,HomeBox-9D80_2.4G,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 12:44:35,11,-85,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,184,54:64:d9:8b:9d:86,Sagemcom Broadband Sas
1182,3c:47:11:b0:d4:79,HUAWEI-E5180-D477-S2,[WEP][ESS],2018-06-07 12:44:35,5,-86,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,185,3c:47:11:b0:d4:79,"Huawei Tech Co, Ltd"
1183,00:22:6b:48:7d:55,BGANDEMO,[WPA2-PSK-CCMP][ESS],2018-06-07 12:44:35,9,-86,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,186,00:22:6b:48:7d:55,"Cisco-Linksys, Llc"
1184,3c:47:11:b0:d4:78,HUAWEI-E5180-D477-S1,[WEP][ESS],2018-06-07 12:44:35,5,-87,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,187,3c:47:11:b0:d4:78,"Huawei Tech Co, Ltd"
1185,3c:47:11:b0:d4:7a,HUAWEI-E5180-D477-S3,[WEP][ESS],2018-06-07 12:44:35,5,-87,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,188,3c:47:11:b0:d4:7a,"Huawei Tech Co, Ltd"
1186,3c:47:11:b0:d4:77,4G Wi-Fi 3Danmark-D477,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2018-06-07 12:44:35,5,-88,55.79225178,12.5223026,76.5234985352,9.64800071716,WIFI,189,3c:47:11:b0:d4:77,"Huawei Tech Co, Ltd"
1195,f0:9f:c2:da:fa:22,Morten & Tanja,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 12:45:20,11,-87,55.79158823,12.52190888,73.3779296875,9.64800071716,WIFI,197,f0:9f:c2:da:fa:22,Ubiquiti Networks Inc
1196,f0:9f:c2:03:25:98,Morten & Tanja,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 12:45:20,1,-88,55.79158823,12.52190888,73.3779296875,9.64800071716,WIFI,198,f0:9f:c2:03:25:98,Ubiquiti Networks Inc
1344,30:e1:71:49:75:3f,DIRECT-3E-HP ENVY 5640 series,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 12:51:41,6,-83,55.78989332,12.52508634,78.266418457,3.2160000801099997,WIFI,257,30:e1:71:49:75:3f,Hewlett Packard
2333,c0:ff:d4:bd:41:90,NETGEAR32,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:13:53,11,-87,55.78625169,12.52513789,80.4076538086,17.1520004272,WIFI,520,c0:ff:d4:bd:41:90,Netgear
2694,28:6f:7f:3a:1c:45,edunet-24,[WPA2-EAP-CCMP][ESS],2018-06-07 13:17:13,11,-75,55.78673215,12.52461925,83.94873046880001,20.3680000305,WIFI,694,28:6f:7f:3a:1c:45,"Cisco Systems, Inc"
2836,e4:aa:5d:14:d8:15,edunet-24,[WPA2-EAP-CCMP][ESS],1970-01-01 01:00:00,1,-81,55.8001356733,12.560090193299999,0.0,113.56303405799999,WIFI,734,e4:aa:5d:14:d8:15,"Cisco Systems, Inc"
2902,a0:2c:36:4a:06:2a,i3SYNC_0c06cd09,[WPA2-PSK-CCMP][ESS],2018-06-07 13:19:22,44,-92,55.78625218,12.52299062,85.790222168,12.864000320399999,WIFI,781,a0:2c:36:4a:06:2a,FN-Link Tech Ltd
2907,a0:2c:36:51:f1:42,i3SYNC_6dc5813a,[WPA2-PSK-CCMP][ESS],2018-06-07 13:19:28,48,-91,55.78624999,12.52298504,90.26153564450001,6.432000160219999,WIFI,791,a0:2c:36:51:f1:42,FN-Link Tech Ltd
2908,58:63:56:ee:fa:28,i3SYNC_2064c842,[WPA-PSK-CCMP+TKIP][ESS],2018-06-07 13:19:28,48,-92,55.78624999,12.52298504,90.26153564450001,6.432000160219999,WIFI,792,58:63:56:ee:fa:28,FN-Link Tech Ltd
2935,58:63:56:ef:69:fe,i3SYNC_ec2b8f40,[WPA2-PSK-CCMP][ESS],2018-06-07 13:20:39,48,-84,55.78623136,12.52326005,92.6985473633,25.728000640900003,WIFI,824,58:63:56:ef:69:fe,FN-Link Tech Ltd
3052,3c:f7:a4:c8:ed:d1,AndroidAP,[WPA2-PSK-CCMP][ESS],2018-06-07 13:24:15,11,-87,55.78635211,12.51946339,78.3088989258,4.28800010681,WIFI,884,3c:f7:a4:c8:ed:d1,"Samsung Electronics Co, Ltd"
3086,60:83:34:f5:c1:34,HUAWEI_P9lite_51EC,[WPA2-PSK-CCMP][ESS],2018-06-07 13:25:06,6,-86,55.78645625,12.51990781,84.1832275391,7.504000186919999,WIFI,908,60:83:34:f5:c1:34,"Huawei Tech Co, Ltd"
3579,3c:33:00:a6:00:16,AqDim,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:27:32,6,-77,55.78691659,12.5214689,80.3908691406,3.2160000801099997,WIFI,1009,3c:33:00:a6:00:16,Shenzhen Bilian Electronic Coï¼Ltd
3639,54:c9:df:32:85:bb,i3SYNC_99e77d69,[WPA2-PSK-CCMP][ESS],2018-06-07 13:32:23,36,-91,55.78820637,12.52118378,74.8607177734,3.2160000801099997,WIFI,1062,54:c9:df:32:85:bb,FN-Link Tech Ltd
3758,38:1d:d9:82:e0:d8,i3SYNC_2efe6421,[WPA2-PSK-CCMP][ESS],2018-06-07 13:34:12,48,-89,55.78915019,12.52181574,79.3176879883,3.2160000801099997,WIFI,1101,38:1d:d9:82:e0:d8,FN-Link Tech Ltd
4011,ec:8e:b5:cd:77:d3,DIRECT-33-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:44:40,6,-80,55.78864211,12.5185089,73.4951171875,3.2160000801099997,WIFI,1237,ec:8e:b5:cd:77:d3,Hewlett Packard
4033,88:1f:a1:35:75:58,TOPP,[WPA2-PSK-CCMP][ESS],2018-06-07 13:44:48,11,-81,55.78865274,12.518324400000001,73.4393310547,3.2160000801099997,WIFI,1244,88:1f:a1:35:75:58,"Apple, Inc"
4034,00:24:36:ac:78:ca,TOPP,[WPA2-PSK-CCMP][ESS],2018-06-07 13:44:52,108,-85,55.78868108,12.51825167,74.0646362305,3.2160000801099997,WIFI,1250,00:24:36:ac:78:ca,"Apple, Inc"
4035,c0:ff:d4:84:61:2e,qbs6ns7k,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 13:44:56,3,-79,55.78868372,12.51820563,74.071472168,3.2160000801099997,WIFI,1251,c0:ff:d4:84:61:2e,Netgear
4036,1c:74:0d:c6:1d:31,ZyXEL_1D31,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:44:56,8,-79,55.78868372,12.51820563,74.071472168,3.2160000801099997,WIFI,1252,1c:74:0d:c6:1d:31,Zyxel Communications Corp
4135,c0:ff:d4:8a:37:6c,mdyk73hp,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 13:46:12,6,-86,55.78778796,12.51772222,80.2362060547,5.36000013351,WIFI,1289,c0:ff:d4:8a:37:6c,Netgear
4152,90:e6:ba:a1:b4:56,nnafExdu,[WPA-PSK-TKIP][ESS],2018-06-07 13:47:24,8,-85,55.78764189,12.51746472,81.479675293,10.720000267,WIFI,1317,90:e6:ba:a1:b4:56,ASUSTek Computer Inc
4166,a0:8e:78:65:2c:f5,CableBox-2CEF,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:47:24,36,-90,55.78764189,12.51746472,81.479675293,10.720000267,WIFI,1320,a0:8e:78:65:2c:f5,Sagemcom Broadband Sas
4208,10:bd:18:aa:5b:f1,kisw-209-906,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:47:47,6,-84,55.78736059,12.51710037,86.2938842773,9.64800071716,WIFI,1329,10:bd:18:aa:5b:f1,"Cisco Systems, Inc"
4233,e8:94:f6:2a:c8:a0,Tp link,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:47:52,11,-87,55.78732039,12.51709113,85.729309082,9.64800071716,WIFI,1333,e8:94:f6:2a:c8:a0,"TP-Link Tech Co, Ltd"
4234,b0:98:2b:6f:82:7c,mpvgd79g,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:47:52,11,-88,55.78732039,12.51709113,85.729309082,9.64800071716,WIFI,1334,b0:98:2b:6f:82:7c,Sagemcom Broadband Sas
4260,a4:08:f5:17:18:76,Parken33,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:47:57,2,-87,55.78727872,12.51704602,83.4818725586,9.64800071716,WIFI,1337,a4:08:f5:17:18:76,Sagemcom Broadband Sas
4261,44:94:fc:36:dc:53,TarzansHule39_5GHz,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:00,136,-87,55.787274100000005,12.516951400000002,79.5303344727,9.64800071716,WIFI,1338,44:94:fc:36:dc:53,Netgear
4262,c0:ff:d4:9c:f3:6a,dqrfpnyg,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 13:48:10,6,-87,55.78734826,12.51667641,76.9163208008,3.2160000801099997,WIFI,1339,c0:ff:d4:9c:f3:6a,Netgear
4263,a0:8e:78:64:59:82,kHuJNsCk_ac_0,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:10,44,-89,55.78734826,12.51667641,76.9163208008,3.2160000801099997,WIFI,1340,a0:8e:78:64:59:82,Sagemcom Broadband Sas
4264,24:7f:20:01:42:47,j9UsPdKv_5GHz,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:10,40,-90,55.78734826,12.51667641,76.9163208008,3.2160000801099997,WIFI,1341,24:7f:20:01:42:47,Sagemcom Broadband Sas
4265,e8:37:7a:82:60:6e,Zyxel_606D_5G,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:15,52,-88,55.78738505,12.5165656,78.6384887695,4.28800010681,WIFI,1345,e8:37:7a:82:60:6e,Zyxel Communications Corp
4266,a0:8e:78:63:a9:cb,Schlosser,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:15,11,-89,55.78738505,12.5165656,78.6384887695,4.28800010681,WIFI,1346,a0:8e:78:63:a9:cb,Sagemcom Broadband Sas
4267,e8:37:7a:82:60:6d,Zyxel_606D,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:20,11,-86,55.78739058,12.51642839,78.8721313477,4.28800010681,WIFI,1350,e8:37:7a:82:60:6d,Zyxel Communications Corp
4268,b8:ec:a3:76:57:dd,ZyXEL7657DC,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2018-06-07 13:48:20,13,-87,55.78739058,12.51642839,78.8721313477,4.28800010681,WIFI,1351,b8:ec:a3:76:57:dd,Zyxel Communications Corp
4294,b8:ee:0e:45:ad:8a,CableBox-AD85,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:25,1,-87,55.78731906,12.51639246,79.3853759766,4.28800010681,WIFI,1355,b8:ee:0e:45:ad:8a,Sagemcom Broadband Sas
4295,40:f2:01:ad:90:66,HomeBox-9060_2.4G,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:25,6,-87,55.78731906,12.51639246,79.3853759766,4.28800010681,WIFI,1356,40:f2:01:ad:90:66,Sagemcom Broadband Sas
4296,30:e1:71:05:89:6c,DIRECT-6B-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:25,6,-89,55.78731906,12.51639246,79.3853759766,4.28800010681,WIFI,1357,30:e1:71:05:89:6c,Hewlett Packard
4297,9c:5c:8e:ba:3b:b4,Whyfi_5G,[WPA2-PSK-CCMP][ESS],2018-06-07 13:48:25,44,-89,55.78731906,12.51639246,79.3853759766,4.28800010681,WIFI,1358,9c:5c:8e:ba:3b:b4,ASUSTek Computer Inc
4298,a4:b1:e9:dc:5b:af,TeliaGatewayA4-B1-E9-DC-5B-AF,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:30,1,-86,55.78724179,12.51636649,78.3726196289,3.2160000801099997,WIFI,1361,a4:b1:e9:dc:5b:af,Technicolor
4299,74:44:01:f4:0f:82,gaeAF,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2018-06-07 13:48:30,6,-87,55.78724179,12.51636649,78.3726196289,3.2160000801099997,WIFI,1362,74:44:01:f4:0f:82,Netgear
4300,40:f2:01:ad:90:6a,HomeBox-9060_5G,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:35,136,-90,55.7871589,12.51633612,78.6477050781,4.28800010681,WIFI,1364,40:f2:01:ad:90:6a,Sagemcom Broadband Sas
4301,00:8e:f2:d7:88:6f,allanshytte,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2018-06-07 13:48:40,1,-85,55.78707597,12.51625823,78.74462890619999,4.28800010681,WIFI,1365,00:8e:f2:d7:88:6f,Netgear
4302,00:19:70:9e:c8:c2,TDC-A47D,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 13:48:40,9,-86,55.78707597,12.51625823,78.74462890619999,4.28800010681,WIFI,1366,00:19:70:9e:c8:c2,"Z-Com, Inc"
4303,a4:08:f5:17:18:77,Parken33_5GHz,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:40,40,-88,55.78707597,12.51625823,78.74462890619999,4.28800010681,WIFI,1367,a4:08:f5:17:18:77,Sagemcom Broadband Sas
4329,9c:97:26:49:c3:fd,Olfert,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],2018-06-07 13:48:45,7,-87,55.78698568,12.51618719,79.2705688477,4.28800010681,WIFI,1369,9c:97:26:49:c3:fd,Technicolor
4330,58:90:43:60:42:24,Bruun2,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 13:48:45,7,-87,55.78698568,12.51618719,79.2705688477,4.28800010681,WIFI,1370,58:90:43:60:42:24,Sagemcom Broadband Sas
4523,bc:ee:7b:c4:c4:ec,Latt,[WPA2-PSK-CCMP][ESS],2018-06-07 13:49:14,44,-88,55.78662267,12.51650968,77.8606567383,9.64800071716,WIFI,1393,bc:ee:7b:c4:c4:ec,ASUSTek Computer Inc
4574,80:ea:96:f3:95:37,TEN Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2018-06-07 13:49:38,36,-87,55.78662537,12.51719081,76.1730957031,9.64800071716,WIFI,1399,80:ea:96:f3:95:37,"Apple, Inc"
4796,a0:8e:78:64:59:81,kHuJNsCk_0,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 14:06:34,1,-78,55.78718654,12.5173775,83.5682373047,3.2160000801099997,WIFI,1502,a0:8e:78:64:59:81,Sagemcom Broadband Sas
4797,00:34:fe:eb:1a:04,4G Wi-Fi 3Danmark-1A04,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],2018-06-07 14:06:40,1,-88,55.78718685,12.51744894,82.3850708008,3.2160000801099997,WIFI,1505,00:34:fe:eb:1a:04,"Huawei Tech Co, Ltd"
4798,38:4b:76:01:91:50,ki207-103,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 14:06:44,40,-87,55.78716744,12.51751576,82.5573120117,3.2160000801099997,WIFI,1507,38:4b:76:01:91:50,Airtame ApS
4831,c8:d7:19:33:3a:12,HAM_SN1026,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2018-06-07 14:09:04,6,-78,55.78758643,12.51955357,79.7503051758,6.432000160219999,WIFI,1551,c8:d7:19:33:3a:12,"Cisco-Linksys, Llc"
4886,c8:d7:19:33:3a:50,HAM_SN1025,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 14:09:08,36,-89,55.78754638,12.519439300000002,83.67041015619999,10.720000267,WIFI,1564,c8:d7:19:33:3a:50,"Cisco-Linksys, Llc"
4907,c8:d7:19:33:3a:4e,HAM_SN1025,[WPA2-PSK-CCMP][ESS][WPS],2018-06-07 14:09:16,6,-79,55.78748164,12.51928478,87.9202270508,37.5200004578,WIFI,1576,c8:d7:19:33:3a:4e,"Cisco-Linksys, Llc"
4918,00:78:88:de:6a:5b,certifikat,[WPA2-EAP-CCMP][ESS],2018-06-07 14:09:16,60,-86,55.78748164,12.51928478,87.9202270508,37.5200004578,WIFI,1579,00:78:88:de:6a:5b,"Cisco Systems, Inc"
4919,28:cf:da:b6:ab:68,Morten's Network,[WPA2-PSK-CCMP][ESS],2018-06-07 14:09:16,132,-86,55.78748164,12.51928478,87.9202270508,37.5200004578,WIFI,1580,28:cf:da:b6:ab:68,"Apple, Inc"
4927,80:ea:96:f0:3e:06,Alex's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2018-06-07 14:09:21,11,-81,55.78745099,12.51919124,89.57421875,55.7440032959,WIFI,1590,80:ea:96:f0:3e:06,"Apple, Inc"
4928,28:cf:da:b6:ab:67,Morten's Network,[WPA2-PSK-CCMP][ESS],2018-06-07 14:09:21,11,-81,55.78745099,12.51919124,89.57421875,55.7440032959,WIFI,1591,28:cf:da:b6:ab:67,"Apple, Inc"
4989,10:be:f5:4d:6c:8a,CableBox-C4D8-EXT,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],2018-06-07 14:11:56,1,-75,55.78695753,12.52008454,98.521484375,9.64800071716,WIFI,1647,10:be:f5:4d:6c:8a,D-Link International
5068,00:2a:10:f4:b8:16,edunet-24,[WPA2-EAP-CCMP][ESS],2018-06-07 14:12:20,6,-84,55.78702365,12.52015235,101.92956543,38.5920028687,WIFI,1704,00:2a:10:f4:b8:16,"Cisco Systems, Inc"
5105,f0:0f:ec:d8:12:c7,HUAWEI P20 lite,[WPA2-PSK-CCMP][ESS],2018-06-07 14:14:49,6,-84,55.78690036,12.52270628,88.08764648440001,3.2160000801099997,WIFI,1748,f0:0f:ec:d8:12:c7,"Huawei Tech Co, Ltd"
5106,b0:c5:54:3e:38:68,DCS-5000L-3868,[WPA2-PSK-CCMP][ESS],2018-06-07 14:14:56,1,-84,55.78698951,12.52278308,83.74462890619999,3.2160000801099997,WIFI,1752,b0:c5:54:3e:38:68,D-Link International
5107,a8:c8:3a:cb:2f:41,HUAWEI P9 lite,[WPA2-PSK-CCMP][ESS],2018-06-07 14:15:45,11,-87,55.78699822,12.52372845,76.2135009766,3.2160000801099997,WIFI,1771,a8:c8:3a:cb:2f:41,"Huawei Tech Co, Ltd"
5118,00:24:21:44:c3:38,Bedrebustur,[ESS],2018-06-07 14:18:09,6,-84,55.78657103,12.52650203,79.4965209961,3.2160000801099997,WIFI,1899,00:24:21:44:c3:38,"Micro-Star Int'L Co, Ltd"
5193,f0:9f:c2:f1:dd:ee,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:33:20,6,-89,55.785878528999994,12.516209108900002,80.2718865943,6.0,WIFI,1925,f0:9f:c2:f1:dd:ee,Ubiquiti Networks Inc
5350,f0:9f:c2:f1:dd:b0,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:33:29,11,-87,55.7858636382,12.5160856013,79.5969983658,8.0,WIFI,1946,f0:9f:c2:f1:dd:b0,Ubiquiti Networks Inc
5351,00:19:70:33:a4:3b,Inet,[WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 12:33:29,6,-90,55.7858636382,12.5160856013,79.5969983658,8.0,WIFI,1947,00:19:70:33:a4:3b,"Z-Com, Inc"
5352,50:c7:bf:b6:90:92,LAN_Solo,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:29,1,-95,55.7858636382,12.5160856013,79.5969983658,8.0,WIFI,1948,50:c7:bf:b6:90:92,"TP-Link Tech Co, Ltd"
5522,2c:56:dc:4f:ff:ac,sbin,[WPA2-PSK-CCMP][ESS],2018-06-07 12:33:33,48,-94,55.785876083599995,12.5159329398,79.75143048460001,6.0,WIFI,1961,2c:56:dc:4f:ff:ac,ASUSTek Computer Inc
5548,08:02:8e:e2:8e:e6,Fangorn,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:37,12,-86,55.7858379079,12.5157930177,79.4692032172,6.0,WIFI,1970,08:02:8e:e2:8e:e6,Netgear
5557,08:02:8e:99:d8:60,NETGEAR79,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:37,4,-90,55.7858379079,12.5157930177,79.4692032172,6.0,WIFI,1974,08:02:8e:99:d8:60,Netgear
5562,b8:a3:86:50:c5:7a,D207,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:33:37,6,-94,55.7858379079,12.5157930177,79.4692032172,6.0,WIFI,1976,b8:a3:86:50:c5:7a,D-Link International
5563,a0:04:60:9f:a5:20,NETGEAR82,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:37,13,-95,55.7858379079,12.5157930177,79.4692032172,6.0,WIFI,1977,a0:04:60:9f:a5:20,Netgear
5564,50:c7:bf:b6:91:60,Nothing's matter_ everybody die,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:37,6,-96,55.7858379079,12.5157930177,79.4692032172,6.0,WIFI,1978,50:c7:bf:b6:91:60,"TP-Link Tech Co, Ltd"
5569,40:9b:cd:43:bd:cf,dlink-BDCD-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:33:41,48,-95,55.7858199618,12.515729204500001,79.35650749359999,6.0,WIFI,1989,40:9b:cd:43:bd:cf,D-Link International
5570,08:02:8e:e2:8e:e8,Lothlorien,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:41,36,-95,55.7858199618,12.515729204500001,79.35650749359999,6.0,WIFI,1990,08:02:8e:e2:8e:e8,Netgear
5571,c0:a0:bb:e3:ec:34,The Trojans 2.4 5GHz,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:41,44,-99,55.7858199618,12.515729204500001,79.35650749359999,6.0,WIFI,1992,c0:a0:bb:e3:ec:34,D-Link International
5576,04:a1:51:27:23:bd,DaddyP_5GHz,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:46,104,-91,55.785817167,12.5156633244,79.50205756,6.0,WIFI,1996,04:a1:51:27:23:bd,Netgear
5624,f0:9f:c2:f1:df:2c,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:33:54,6,-80,55.785903632,12.5155796873,79.9976314696,32.0,WIFI,2024,f0:9f:c2:f1:df:2c,Ubiquiti Networks Inc
5625,88:1f:a1:45:35:75,Mikkelsen Public,[WPA2-PSK-CCMP][ESS],2018-06-07 12:33:54,100,-85,55.785903632,12.5155796873,79.9976314696,32.0,WIFI,2025,88:1f:a1:45:35:75,"Apple, Inc"
5626,f0:9f:c2:f1:de:8c,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:33:54,6,-85,55.785903632,12.5155796873,79.9976314696,32.0,WIFI,2026,f0:9f:c2:f1:de:8c,Ubiquiti Networks Inc
5631,30:b5:c2:36:ec:75,No connection,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:33:54,13,-94,55.785903632,12.5155796873,79.9976314696,32.0,WIFI,2028,30:b5:c2:36:ec:75,"TP-Link Tech Co, Ltd"
5644,1c:5f:2b:fd:58:7a,dlink-5878-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:34:02,40,-92,55.785972172700006,12.5154108726,81.244175644,8.0,WIFI,2051,1c:5f:2b:fd:58:7a,D-Link International
